rank,har_id,har_alt_id,chrom,start,end,width,phylop_mean,phylop_max,gene,gene_distance,gene_confidence,gene_conf_num,gene_n_disorders,gene_assignment_method,plac_gene,plac_type,plac_atac,gwas_trait,gwas_snp,gwas_pval,gwas_distance,gwas_mapped_trait,gwas_study,gwas_pubmed,brain_dnase_overlap,brain_dnase_peak,temporal_gene,gene_peak_pcw,gene_midfetal_frac,gene_in_midfetal,score_constraint,score_acceleration,score_gene,score_disease,score_brain,score_temporal,score_motif,contrib_constraint,contrib_acceleration,contrib_gene,contrib_disease,contrib_brain,contrib_temporal,contrib_motif,total_score
192,HAR_2369,HARsv2_2252,chr5,52465676,52466486,810,4.051479960587376,8.902999877929688,MOCS2,643272,definitive,5,1,nearest_tss,,,,Type 2 diabetes and Anorexia nervosa or schyzophrenia,rs34831022,4e-08,15233,"schizophrenia, anorexia nervosa, type 2 diabetes mellitus",Shared genetics of psychiatric disorders and type 2 diabetes:a large-scale genome-wide cross-trait analysis.,36738649,False,,MOCS2,25.0,0.5294947409340174,False,0.5553728303929976,0.8291370605504638,0.35672800000000005,0.05780454405175984,0.0,0.5294947409340174,0.0,0.09996710947073956,0.05803959423853247,0.07848016000000001,0.012716999691387164,0.0,0.06883431632142226,0.0,0.3180381797220815
193,HAR_2025,HARsv2_1923,chr3,127449597,127449787,190,1.8755781362669384,8.586999893188477,PLXNA1,461004,limited,2,2,nearest_tss,,,,General cognitive ability,rs11720236,1e-09,6751,intelligence,"Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.",29844566,True,AG80295,PLXNA1,21.0,0.646836628126222,True,0.1552106053395531,0.5337772442703982,0.1616988,0.13139279999999998,0.8,0.646836628126222,0.0,0.02793790896111956,0.037364407098927875,0.035573736,0.028906415999999994,0.10400000000000001,0.08408876165640887,0.0,0.3178712297164563
194,HAR_962,HARsv2_0908,chr15,67385789,67386083,294,2.901973941126744,8.902999877929688,SMAD3,253922,definitive,5,1,nearest_tss,,,,Bipolar disorder or Crohn's disease (MTAG),rs72745473,4e-08,14877,"bipolar disorder, Crohn disease","Genetic correlation, shared loci, but no causality between bipolar disorder and inflammatory bowel disease: A genome-wide pleiotropic analysis.",38154582,False,,SMAD3,25.0,0.26774949110973717,False,0.34397134098832044,0.6225697469274305,0.746078,0.05991147736622963,0.0,0.26774949110973717,0.0,0.06191484137789768,0.043579882284920136,0.16413716,0.013180525020570518,0.0,0.03480743384426584,0.0,0.3176198425276542
195,HAR_1307,HARsv2_1242,chr18,55078561,55078712,151,2.5721674251519246,8.807000160217285,TCF4,509481,definitive,5,1,nearest_tss,,,,Depressive symptoms (MTAG),rs114658852,3e-11,1387,depressive symptom measurement,Multi-trait analysis of genome-wide association summary statistics using MTAG.,29292387,False,,TCF4,9.0,0.6200345922109919,False,0.2833178189431216,0.487125558369072,0.49051900000000004,0.19878138864984368,0.0,0.6200345922109919,0.0,0.05099720740976188,0.034098789085835045,0.10791418000000001,0.04373190550296561,0.0,0.08060449698742894,0.0,0.3173465789859915
196,HAR_1818,ZOOHAR.49,chr22,20131751,20131820,69,3.921717716503225,7.572999954223633,TANGO2,110683,definitive,5,1,nearest_tss,,,,Disruptive behavior (multivariate analysis),rs11913445,5e-10,23171,"aggressive behavior quality, ADHD symptom measurement",The Genetic and Neural Substrates of Externalizing Behavior.,36324656,False,,TANGO2,,0.0,False,0.5315087259833883,0.3287448497807186,0.889317,0.013609267089655538,0.0,0.0,0.0,0.09567157067700989,0.023012139484650303,0.19564974000000002,0.0029940387597242185,0.0,0.0,0.0,0.3173274889213844
197,HAR_284,HARsv2_0267,chr10,68251143,68251598,455,2.125024392116278,8.902999877929688,ATOH7,19030,strong,4,1,nearest_tss,,,,Educational attainment,rs10762199,4e-13,19110,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ATOH7,35.0,0.43315005328402195,False,0.20108536294866408,0.7115288292347552,0.7357275,0.05841909332086265,0.0,0.43315005328402195,0.0,0.03619536533075953,0.04980701804643287,0.16186005,0.012852200530589783,0.0,0.05630950692692285,0.0,0.3170241408347051
198,HAR_1822,HARsv2_1729,chr22,33964473,33964708,235,1.8770479290595787,6.702000141143799,LARGE1,43997,definitive,5,1,nearest_tss,,,,Educational attainment,rs16993330,6e-27,16765,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LARGE1,,0.0,False,0.15548090960957878,0.5769902979225411,0.956003,0.17274953956247258,0.0,0.0,0.0,0.02798656372972418,0.04038932085457788,0.21032066000000002,0.03800489870374397,0.0,0.0,0.0,0.31670144328804606
199,HAR_3015,HARsv2_2876,chr8,116023278,116023587,309,3.3682125199755646,8.890999794006348,TRPS1,354303,definitive,5,1,nearest_tss,,,,Schizophrenia or ER positive breast cancer (pleiotropy),rs10156333,3e-10,19458,"estrogen-receptor positive breast cancer, schizophrenia",Epidemiological and Genetic Analyses of Schizophrenia and Breast Cancer.,37467357,False,,TRPS1,9.0,0.32113632604053965,False,0.42971558966377177,0.6327004508449161,0.645697,0.0422206352050749,0.0,0.32113632604053965,0.0,0.07734880613947892,0.04428903155914413,0.14205334,0.009288539745116479,0.0,0.04174772238527016,0.0,0.31472743982900964
200,HAR_2919,HARsv2_2784,chr8,34226284,34226948,664,4.318749036457756,8.833999633789062,TTI2,713149,strong,4,1,nearest_tss,,,,Attention deficit hyperactivity disorder or cannabis use,rs76545266,2e-08,2281,"attention deficit-hyperactivity disorder, Cannabis use",Attention-deficit/hyperactivity disorder and lifetime cannabis use: genetic overlap and causality.,30610198,False,,TTI2,9.0,0.5510801558803594,False,0.6045253182915135,0.7885951977982658,0.21513824999999998,0.139930319622808,0.0,0.5510801558803594,0.0,0.10881455729247241,0.055201663845878615,0.047330414999999994,0.03078467031701776,0.0,0.07164042026444672,0.0,0.31377172671981546
201,HAR_3194,HARsv2_3046,chr9,113797523,113797735,212,3.572039276593004,8.894000053405762,COL27A1,357802,definitive,5,1,nearest_tss,,,,Educational attainment,rs10122669,3e-08,4032,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,COL27A1,35.0,0.1650933841158483,False,0.46720063036818626,0.5560454835478216,0.642198,0.1261917772248305,0.0,0.1650933841158483,0.0,0.08409611346627352,0.03892318384834751,0.14128356,0.02776219098946271,0.0,0.02146213993506028,0.0,0.313527188239144
202,HAR_1543,HARsv2_1466;ZOOHAR.240,chr2,143532102,143532455,353,2.628175305756027,8.902000427246094,ZEB2,987665,definitive,5,1,nearest_tss,,,,Intelligence (MTAG),rs4233567,1e-08,17295,intelligence,A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.,29326435,True,AG80295,ZEB2,13.0,0.7323008522083948,True,0.29361802544718335,0.6598108684003096,0.012334999999999985,0.04931200000000001,0.8,0.7323008522083948,0.0,0.052851244580493,0.046186760788021676,0.002713699999999997,0.010848640000000001,0.10400000000000001,0.09519911078709133,0.0,0.311799456155606
203,HAR_3063,HARsv2_2922,chr9,3968920,3969210,290,2.0186388042829098,8.902999877929688,GLIS3,256916,definitive,5,1,nearest_tss,,,,Educational attainment,rs10974256,8e-09,16028,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,GLIS3,37.0,0.45548516339155576,False,0.18152037473771165,0.6197811621872792,0.7430840000000001,0.05811638130936662,0.0,0.45548516339155576,0.0,0.032673667452788095,0.04338468135310955,0.16347848,0.012785603888060656,0.0,0.05921307124090225,0.0,0.31153550393486057
204,HAR_2558,HARsv2_2432,chr6,33807896,33808033,137,1.966563391450036,8.779000282287598,LEMD2,18766,moderate,3,1,plac_linked,LEMD2,nearest_distal,False,Educational attainment (years of education),rs10947439,1e-09,725,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,LEMD2,35.0,0.5151423188509412,False,0.1719433741410567,0.46738849716405295,0.640617,0.17478,0.0,0.5151423188509412,0.0,0.030949807345390205,0.03271719480148371,0.14093574,0.038451599999999996,0.0,0.06696850145062236,0.0,0.31002284359749627
205,HAR_1662,HARsv2_1577,chr2,207138616,207139166,550,1.833723932052041,8.902999877929688,KLF7,27021,moderate,3,1,nearest_tss,,,,Educational attainment,rs1263671,6e-10,6893,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,KLF7,12.0,0.7136451543379511,True,0.14751335020640605,0.7501835249286583,0.4864895,0.13358401224744268,0.0,0.7136451543379511,0.0,0.02655240303715309,0.05251284674500608,0.10702769000000001,0.02938848269443739,0.0,0.09277387006393364,0.0,0.3082552925405302
206,HAR_3189,HARsv2_3042,chr9,106890627,106890817,190,1.8077898255811757,8.468000411987305,ZNF462,27462,strong,4,1,nearest_tss,,,,Educational attainment,rs149916490,9e-11,23477,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ZNF462,9.0,0.6272837043609837,False,0.1427439025989086,0.5337772442703982,0.7294035,0.012239750926499121,0.0,0.6272837043609837,0.0,0.025693902467803547,0.037364407098927875,0.16046877,0.0026927452038298066,0.0,0.08154688156692788,0.0,0.30776670633748915
207,HAR_976,HARsv2_0922,chr15,77556678,77557448,770,1.5247771651804947,8.5,LINGO1,245803,strong,4,1,nearest_tss,,,,Educational attainment,rs72744579,5e-12,14996,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LINGO1,19.0,0.6731481042901559,True,0.09069606908068399,0.8188056216321997,0.56564775,0.09044440326129798,0.0,0.6731481042901559,0.0,0.016325292434523117,0.05731639351425399,0.124442505,0.019897768717485553,0.0,0.08750925355772027,0.0,0.3054912132239829
208,HAR_1167,HARsv2_1106,chr17,35700670,35700920,250,2.2553724095961623,8.855999946594238,GAS2L2,52320,strong,4,1,nearest_tss,,,,Educational attainment (MTAG),rs9649,1e-09,22996,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,GAS2L2,35.0,0.49140861069766467,False,0.22505719482225797,0.5895770714280899,0.71076,0.0144288,0.0,0.49140861069766467,0.0,0.040510295068006436,0.0412703949999663,0.15636719999999998,0.0031743360000000003,0.0,0.06388311939069641,0.0,0.3052053454586691
209,HAR_1421,HARsv2_1352,chr2,36339824,36340155,331,3.276429611051487,8.902999877929688,CRIM1,15623,limited,2,1,plac_linked,CRIM1,nearest_distal,False,Educational attainment (MTAG),rs6752813,7e-09,7376,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,CRIM1,37.0,0.4788256243680814,False,0.4128361272512582,0.646705107345228,0.4453131,0.114977593714231,0.0,0.4788256243680814,0.0,0.07431050290522646,0.04526935751416596,0.09796888200000001,0.025295070617130818,0.0,0.062247331167850584,0.0,0.30509114420437383
210,HAR_2606,HARsv2_2480,chr6,72499098,72499248,150,1.203540896621405,6.7729997634887695,KCNQ5,122816,strong,4,2,nearest_tss,,,,Educational attainment,rs28767928,5e-10,14310,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,KCNQ5,21.0,0.7920837632378809,True,0.03161867020281047,0.48577729829418964,0.657888,0.07954240852291837,0.0,0.7920837632378809,0.0,0.005691360636505885,0.03400441088059328,0.14473536,0.017499329875042043,0.0,0.10297088922092451,0.0,0.3049013506130657
211,HAR_192,HARsv2_0177,chr1,209457495,209457725,230,2.2308344438557737,8.680000305175781,IRF6,348434,definitive,5,2,nearest_tss,,,,Educational attainment,rs12059203,5e-09,4792,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,IRF6,25.0,0.3986649435697641,False,0.22054450640074533,0.5726162408517711,0.651566,0.1341977713219022,0.0,0.3986649435697641,0.0,0.03969801115213416,0.04008313685962398,0.14334452,0.029523509690818482,0.0,0.051826442664069335,0.0,0.30447562036664594
212,HAR_483,HARsv2_0456;ZOOHAR.38,chr11,127143567,127143760,193,2.9741528609728385,8.902999877929688,KIRREL3,142697,limited,2,1,plac_linked,KIRREL3,distal,False,Major depressive disorder (broad),rs57344483,1e-10,8906,major depressive disorder,"Multi-ancestry genome-wide association study of major depression aids locus discovery, fine mapping, gene prioritization and causal inference.",38177345,False,,KIRREL3,17.0,0.6510990932767579,True,0.35724550476020295,0.5369605917095105,0.4071909,0.128752,0.0,0.6510990932767579,0.0,0.06430419085683653,0.03758724141966574,0.08958199800000001,0.02832544,0.0,0.08464288212597852,0.0,0.3044417524024808
213,HAR_1020,HARsv2_0965,chr16,6709530,6709714,184,3.642440091008726,8.902999877929688,RBFOX1,312775,limited,2,1,nearest_tss,,,,Educational attainment,rs722256,2e-08,1007,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,RBFOX1,12.0,0.7866334330472925,True,0.48014778920931106,0.5272577336312415,0.20616749999999998,0.14777710985122727,0.0,0.7866334330472925,0.0,0.086426602057676,0.03690804135418691,0.04535685,0.03251096416727,0.0,0.10226234629614803,0.0,0.30346480387528096
214,HAR_801,ZOOHAR.255,chr14,36111936,36112047,111,3.0580456990948037,8.385000228881836,RALGAPA1,302641,strong,4,1,nearest_tss,,,,Educational attainment,rs12431579,2e-08,13145,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,RALGAPA1,21.0,0.5785573039546169,True,0.37267393282332045,0.4247481011637434,0.52301925,0.0730170315211228,0.0,0.5785573039546169,0.0,0.06708130790819768,0.02973236708146204,0.11506423500000001,0.016063746934647016,0.0,0.07521244951410021,0.0,0.30315410643840696
215,HAR_2512,HARsv2_2388,chr5,169571526,169571608,82,2.6440112977322068,8.845999717712402,DOCK2,65667,strong,4,1,nearest_tss,,,,Educational attainment (years of education),rs29792,1e-09,20382,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,DOCK2,37.0,0.4822410656673365,False,0.29653036538563426,0.3635397065693992,0.70074975,0.0332496,0.0,0.4822410656673365,0.0,0.05337546576941417,0.025447779459857947,0.154164945,0.007314912,0.0,0.06269133853675375,0.0,0.3029944407660259
216,HAR_414,HARsv2_0391,chr11,46920641,46920661,20,2.0183000054210423,4.010000228881836,LRP4,2091,definitive,5,1,plac_linked,LRP4,promoter,True,Noncognitive aspects of educational attainment,rs2903517,3e-08,24597,self reported educational attainment,Investigating the genetic architecture of noncognitive skills using GWAS-by-subtraction.,33414549,False,,LRP4,25.0,0.13768788324134607,False,0.18145806746589677,0.08282057047776871,1.0,0.002425376107478384,0.2,0.13768788324134607,0.0,0.03266245214386142,0.00579743993344381,0.22,0.0005335827436452446,0.026000000000000002,0.01789942482137499,0.0,0.30289289964232546
217,HAR_3299,HARsv2_3149,chrX,134175690,134175920,230,1.6002220461130752,7.736000061035156,GPC3,190096,definitive,5,1,nearest_tss,,,,Educational attainment,rs77036718,6e-12,22401,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,GPC3,8.0,0.4658882879792695,False,0.1045708639291613,0.5726162408517711,0.809904,0.02333246792020234,0.0,0.4658882879792695,0.0,0.018822755507249034,0.04008313685962398,0.17817887999999998,0.005133142942444515,0.0,0.06056547743730504,0.0,0.3027833927466226
218,HAR_1176,HARsv2_1115,chr17,48218624,48218851,227,3.1907205673103105,8.902999877929688,CBX1,117292,moderate,3,1,nearest_tss,,,,Intelligence,rs16954078,3e-08,9915,intelligence,"Genome-wide association meta-analysis of 78,308 individuals identifies new loci and genes influencing human intelligence.",28530673,False,,CBX1,8.0,0.569147343712223,False,0.39707368738962345,0.5699461288468407,0.441354,0.09078610069804309,0.0,0.569147343712223,0.0,0.07147326373013221,0.039896229019278855,0.09709788000000001,0.01997294215356948,0.0,0.07398915468258899,0.0,0.30242946958556954
219,HAR_1038,HARsv2_0983,chr16,17718623,17718773,150,2.9398261216107535,8.861000061035156,XYLT1,247663,strong,4,1,nearest_tss,,,,Educational attainment,rs8062736,3e-08,6915,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,XYLT1,9.0,0.43040547899632875,False,0.35093259842939845,0.48577729829418964,0.5642527500000001,0.10884100968671592,0.0,0.43040547899632875,0.0,0.06316786771729171,0.03400441088059328,0.12413560500000002,0.023945022131077503,0.0,0.05595271226952274,0.0,0.3012056179984852
220,HAR_2263,ZOOHAR.198,chr4,151583497,151583665,168,4.227078873236306,8.894000053405762,LRBA,568107,strong,4,1,nearest_tss,,,,Cognitive processing accuracy,rs7695162,2e-10,5725,cognitive function measurement,Cognitive processing speed and accuracy are intrinsically different in genetic architecture and brain phenotypes.,39242605,False,,LRBA,9.0,0.42766784126028257,False,0.5876665905328912,0.5087809046340848,0.32391974999999995,0.1495581174668614,0.0,0.42766784126028257,0.0,0.1057799862959204,0.03561466332438594,0.07126234499999999,0.03290278584270951,0.0,0.05559681936383674,0.0,0.3011565998268526
221,HAR_1444,HARsv2_1373,chr2,57754686,57754996,310,2.397591076765839,7.039999961853027,FANCL,486330,definitive,5,1,nearest_tss,,,,Depression,rs11682175,5e-09,5463,major depressive disorder,Genome-wide association analyses identify 44 risk variants and refine the genetic architecture of major depression.,29700475,False,,FANCL,8.0,0.5347702992381207,False,0.25121211489385953,0.6333582957282677,0.5136700000000001,0.12974177842022977,0.0,0.5347702992381207,0.0,0.04521818068089471,0.044335080700978746,0.11300740000000002,0.02854319125245055,0.0,0.0695201389009557,0.0,0.30062399153527974
222,HAR_3173,HARsv2_3026,chr9,84136225,84136455,230,1.6123367412011032,6.703000068664551,RMI1,155421,limited,2,1,nearest_tss,,,,Cannabis smoking or cigarette smoking or schizophrenia,rs1246265,4e-08,10376,"smoking status measurement, Cannabis use, schizophrenia",Genome-wide identification of the shared genetic basis of cannabis and cigarette smoking and schizophrenia implicates NCAM1 and neuronal abnormality.,35235886,True,AG80295,RMI1,8.0,0.47494964659470984,False,0.10679883363261213,0.5726162408517711,0.2533737,0.0865499797494559,0.8,0.47494964659470984,0.0,0.01922379005387018,0.04008313685962398,0.055742214,0.0190409955448803,0.10400000000000001,0.06174345405731228,0.0,0.29983359051568675
223,HAR_1606,ZOOHAR.257,chr2,173052632,173052891,259,3.666842552252637,8.902999877929688,MAP3K20,22955,moderate,3,3,plac_linked,MAP3K20,nearest_distal,False,Educational attainment,rs12987269,6e-09,4373,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,MAP3K20,,0.0,False,0.4846355574895705,0.5967729072735232,0.6385225,0.13567365932666928,0.0,0.0,0.0,0.08723440034812269,0.04177410350914663,0.14047495,0.029848205051867242,0.0,0.0,0.0,0.29933165890913654
224,HAR_788,HARsv2_0741,chr14,33576363,33576566,203,5.744611334987255,8.89900016784668,SPTSSA,885675,moderate,3,1,nearest_tss,,,,Cognitive domain scores for language or memory (pleiotropy),rs73270956,4e-08,143,"memory performance, language measurement","A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.",37349795,False,,SPTSSA,8.0,0.4619100943844076,False,0.8667504902280189,0.5472271072408593,0.057162500000000005,0.14711247583644868,0.0,0.4619100943844076,0.0,0.1560150882410434,0.038305897506860156,0.012575750000000002,0.03236474468401871,0.0,0.06004831226997299,0.0,0.2993097927018953
225,HAR_879,HARsv2_0829,chr14,92323009,92323024,15,3.0207999646663666,8.489999771118164,SLC24A4,141,strong,4,1,nearest_tss,,,,Educational attainment,rs4904871,2e-08,6545,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,SLC24A4,37.0,0.30944313924851763,False,0.3658242046802376,0.027275210351524696,0.7498942500000001,0.11366759314401698,0.0,0.30944313924851763,0.0,0.06584835684244277,0.001909264724606729,0.164976735,0.025006870491683736,0.0,0.04022760810230729,0.0,0.29796883516104056
226,HAR_3202,HARsv2_3054,chr9,117533600,117533808,208,4.2553512575399814,8.878000259399414,TRIM32,846296,definitive,5,2,nearest_tss,,,,Educational attainment,rs12686734,1e-08,1298,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,TRIM32,12.0,0.6444248718157162,True,0.5928660623491613,0.552173127579331,0.15370399999999995,0.15169280000000002,0.0,0.6444248718157162,0.0,0.10671589122284902,0.038652118930553175,0.03381487999999999,0.033372416,0.0,0.0837752333360431,0.0,0.29633053948944527
227,HAR_2772,HARsv2_2640,chr7,34851545,34851716,171,1.0316128187832407,6.349999904632568,TBX20,402385,definitive,5,1,nearest_tss,,,,Educational attainment,rs6978797,1e-08,17976,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,TBX20,25.0,0.1156634839545706,False,0.0,0.5123750265661831,0.597615,0.044953599999999996,0.8,0.1156634839545706,0.0,0.0,0.03586625185963282,0.1314753,0.009889792,0.10400000000000001,0.015036252914094179,0.0,0.296267596773727
228,HAR_1660,HARsv2_1575,chr2,206845735,206846042,307,3.1563568480696844,8.902999877929688,KLF7,320145,moderate,3,1,nearest_tss,,,,Educational attainment (years of education),rs10192834,2e-08,14851,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,KLF7,12.0,0.7136451543379511,True,0.3907539802232694,0.6313783707619169,0.3399275,0.062509477259205,0.0,0.7136451543379511,0.0,0.07033571644018849,0.04419648595333419,0.07478405,0.013752084997025099,0.0,0.09277387006393364,0.0,0.2958422074544814
229,HAR_1918,HARsv2_1820,chr3,63967904,63968144,240,1.862967341086444,8.795999526977539,ADAMTS9,719857,strong,4,1,nearest_tss,,,,Type 2 diabetes and schyzophrenia or obsessive compulsive disorder,rs3774723,1e-09,8520,"schizophrenia, obsessive-compulsive symptom measurement, type 2 diabetes mellitus",Shared genetics of psychiatric disorders and type 2 diabetes:a large-scale genome-wide cross-trait analysis.,36738649,True,AG80295,ADAMTS9,37.0,0.3874305162346359,False,0.15289139966459306,0.5812726488940368,0.21010725000000002,0.118656,0.8,0.3874305162346359,0.0,0.02752045193962675,0.04068908542258258,0.046223595000000006,0.02610432,0.10400000000000001,0.050365967110502674,0.0,0.29490341947271204
230,HAR_70,ZOOHAR.306,chr1,68692933,68693037,104,2.321801929991709,6.684999942779541,RPE65,242979,definitive,5,1,nearest_tss,,,,Cognitive aspects of educational attainment,rs1492057,1e-08,10844,"cognitive function measurement, self reported educational attainment",Investigating the genetic architecture of noncognitive skills using GWAS-by-subtraction.,33414549,False,,RPE65,25.0,0.2654489773882364,False,0.2372740073611313,0.41156542025848714,0.7570209999999999,0.09059840000000001,0.0,0.2654489773882364,0.0,0.04270932132500363,0.028809579418094103,0.16654461999999998,0.019931648000000003,0.0,0.03450836706047074,0.0,0.29250353580356847
231,HAR_2701,HARsv2_2571,chr6,162728028,162728130,102,2.275094044387272,8.65999984741211,QKI,686588,limited,2,1,plac_linked,QKI,distal,True,Educational attainment,rs34725898,2e-09,21758,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,QKI,25.0,0.25996699231253106,False,0.22868412925996706,0.40763720958368066,0.2440236,0.0225616486032459,1.0,0.25996699231253106,0.0,0.04116314326679407,0.02853460467085765,0.053685192,0.004963562692714098,0.13,0.03379570900062904,0.0,0.2921422116309949
232,HAR_2831,HARsv2_2698,chr7,114489069,114489097,28,1.6565714332142047,5.993000030517578,FOXP2,74255,strong,4,1,nearest_tss,,,,Education attainment or cannabis use disorder,rs7783012,4e-12,12243,"educational attainment, cannabis dependence",Unraveling shared susceptibility loci and Mendelian genetic associations linking educational attainment with multiple neuropsychiatric disorders.,38250258,False,,FOXP2,9.0,0.6213620887374015,False,0.1149338756564152,0.1487504765231965,0.69430875,0.11632281655250336,0.0,0.6213620887374015,0.0,0.020688097618154735,0.010412533356623756,0.152747925,0.02559101964155074,0.0,0.0807770715358622,0.0,0.2902166471521914
233,HAR_1164,HARsv2_1103,chr17,34908351,34908632,281,2.3179226716193093,8.657999992370605,UNC45B,239408,strong,4,1,nearest_tss,,,,Educational attainment,rs8072494,2e-19,21267,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,UNC45B,35.0,0.5139474219499828,False,0.2365605870015792,0.6133640692185893,0.570444,0.05584260402094909,0.0,0.5139474219499828,0.0,0.04258090566028425,0.042935484845301256,0.12549768,0.012285372884608799,0.0,0.06681316485349777,0.0,0.29011260824369206
234,HAR_675,HARsv2_0637,chr13,71799450,71799565,115,5.857382947526625,8.902999877929688,PIBF1,982568,definitive,5,1,nearest_tss,,,,Externalizing behaviour (multivariate analysis),rs303948,2e-08,7530,"social inhibition quality, attention deficit-hyperactivity disorder, substance abuse",Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,34446935,False,,PIBF1,8.0,0.5534504814537666,False,0.8874899091173399,0.4319158772990254,0.017432000000000003,0.10760080478060019,0.0,0.5534504814537666,0.0,0.15974818364112117,0.030234111410931783,0.0038350400000000005,0.02367217705173204,0.0,0.07194856258898967,0.0,0.28943807469277466
235,HAR_2270,HARsv2_2156,chr4,156735607,156735901,294,1.2255991828494093,8.489999771118164,GLRB,340249,definitive,5,1,nearest_tss,,,,Attention deficit hyperactivity disorder or risk-taking behavior (pleiotropy),rs12639706,4e-09,18213,"attention deficit-hyperactivity disorder, risk-taking behaviour",Investigating the shared genetic architecture between attention-deficit/hyperactivity disorder and risk taking behavior: A large-scale genomewide cross-trait analysis.,38565336,False,,GLRB,12.0,0.6479615470869311,True,0.03567532974470902,0.6225697469274305,0.659751,0.0455974550710857,0.0,0.6479615470869311,0.0,0.006421559354047624,0.043579882284920136,0.14514522,0.010031440115638855,0.0,0.08423500112130104,0.0,0.28941310287590766
236,HAR_790,HARsv2_0743,chr14,33596352,33596604,252,6.033791183200982,8.902999877929688,SPTSSA,865637,moderate,3,1,nearest_tss,,,,Cognitive domain scores for language or memory (pleiotropy),rs73270956,4e-08,20132,"memory performance, language measurement","A genome-wide search for pleiotropy in more than 100,000 harmonized longitudinal cognitive domain scores.",37349795,False,,SPTSSA,8.0,0.4619100943844076,False,0.919932508924089,0.5911981962844577,0.0671815,0.028810537569772386,0.0,0.4619100943844076,0.0,0.16558785160633602,0.04138387373991204,0.014779930000000002,0.006338318265349925,0.0,0.06004831226997299,0.0,0.288138285881571
237,HAR_2021,HARsv2_1919,chr3,118821520,118821964,444,3.921276976459546,8.869999885559082,ARHGAP31,472419,strong,4,1,nearest_tss,,,,Educational attainment (MTAG),rs604781,3e-12,15715,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,ARHGAP31,25.0,0.28526690696186835,False,0.5314276710779796,0.7065410847291023,0.39568575000000006,0.08559194331994234,0.0,0.28526690696186835,0.0,0.09565698079403633,0.04945787593103716,0.08705086500000002,0.018830227530387315,0.0,0.03708469790504289,0.0,0.2880806471605037
